번호,영화명,개봉일,전국관객수,서울관객수,개봉연도,관객수기준,장르,kmdb제목,kmdb장르
4515,인투 더 미러,2021-02-17,"4,306","1,308",2021,4306,SF,인투 더 미러,드라마|SF|스릴러
4516,안녕까지 30분,2020-10-14,"4,305","2,432",2020,4305,판타지,안녕까지 30분,판타지|멜로/로맨스
4517,우먼 오브 더 나잇,2001-06-08,0,"4,296",2001,4296,스릴러,우먼 오브 더 나잇,드라마|스릴러
4518,칸다하르,2002-03-01,0,"4,295",2002,4295,드라마,칸다하르,드라마|로드무비
4519,뮤지엄 아워스,2014-01-23,"4,292","3,679",2014,4292,드라마,뮤지엄 아워스,드라마
4520,더 바,2017-06-15,"4,287","1,825",2017,4287,스릴러,더 바,스릴러|코메디|공포
4521,더 하더 데이 폴,2021-10-20,"4,286","1,704",2021,4286,액션,더 하더 데이 폴,액션|어드벤처|서부|드라마
4522,극장판 쥬얼펫: 스위트댄스 프린세스,2013-11-07,"4,277","1,316",2013,4277,애니메이션,극장판 쥬얼펫: 스위트댄스 프린세스,아동|어드벤처
4523,내 심장이 건너 뛴 박동,2016-12-15,"4,273","3,121",2016,4273,드라마,내 심장이 건너뛴 박동,드라마|범죄
4524,미인어,2017-02-22,"4,270","2,727",2017,4270,판타지,미인어,코메디|드라마|판타지
4525,부다페스트 스토리,2020-08-13,"4,264","2,429",2020,4264,스릴러,부다페스트 스토리,스릴러|드라마|가족|멜로/로맨스
4526,섀도우 댄서,2013-03-28,"4,262","3,624",2013,4262,드라마,섀도우 댄서,드라마|스릴러
4527,퍼스트 러브,2022-05-16,"4,255","3,212",2022,4255,미스터리,퍼스트 러브,미스터리|드라마
4528,간츠: 퍼펙트 앤서,2011-08-11,"4,247","2,253",2011,4247,SF,간츠: 퍼펙트 앤서,액션|SF
4529,링 - 라센,2000-11-11,0,"4,247",2000,4247,공포(호러),링 - 라센,공포(호러)|스릴러
4530,리틀드래곤 코코넛2: 정글대탐험,2021-02-24,"4,241",544,2021,4241,애니메이션,리틀드래곤 코코넛2: 정글대탐험,어드벤처|코메디
4531,디어 미,2011-04-27,"4,236","3,136",2011,4236,코미디,디어 미,코메디|멜로드라마
4532,이마 베프,2023-02-01,"4,236","2,911",2023,4236,코미디,이마 베프,드라마|판타지|코메디
4533,카고,2022-09-15,"4,231",752,2022,4231,애니메이션,카고,어드벤처|가족|뮤지컬
4534,리플리스 게임,2005-10-07,"4,225","4,225",2005,4225,드라마,리플리스 게임,드라마|스릴러
4535,어떤 영웅,2023-03-15,"4,224","3,247",2023,4224,드라마,어떤 영웅,드라마
4536,우디 앨런 : 우리가 몰랐던 이야기,2012-09-27,"4,205","3,382",2012,4205,다큐멘터리,우디 앨런: 우리가 몰랐던 이야기,인물
4537,새드 베케이션,2008-03-13,"4,196","3,507",2008,4196,드라마,새드 배케이션,드라마
4538,트립 투 잉글랜드,2015-11-26,"4,192","2,941",2015,4192,코미디,트립 투 잉글랜드,드라마|코메디
4539,끝없음에 관하여,2021-12-16,"4,185","2,695",2021,4185,기타,끝없음에 관하여,드라마
4540,프록시마 프로젝트,2020-10-15,"4,185","2,845",2020,4185,드라마,프록시마 프로젝트,액션|드라마
4541,체 게바라: 1부 아르헨티나,2019-06-13,"4,182","2,250",2019,4182,드라마,체 게바라: 1부 아르헨티나,드라마|전기|전쟁
4542,고질라 2000,2000-08-12,0,"4,180",2000,4180,액션,고질라 2000,액션|공포(호러)|SF|어드벤처|스릴러
4543,수부라 게이트,2017-09-07,"4,173","1,247",2017,4173,범죄,수부라 게이트,드라마|범죄
4544,와일드 시티,2020-06-17,"4,168","1,885",2020,4168,액션,와일드 시티,액션
4545,드래곤 빌리지,2019-12-12,"4,163",721,2019,4163,판타지,드래곤 빌리지,판타지|코메디
4546,레미: 집 없는 아이,2020-05-28,"4,160","1,875",2020,4160,가족,레미: 집 없는 아이,드라마|가족|어드벤처
4547,엘라의 계곡,2009-12-10,"4,155","1,973",2009,4155,범죄,엘라의 계곡,드라마|범죄|미스터리|스릴러
4548,와일드 마운틴 타임,2021-03-24,"4,155","1,387",2021,4155,멜로/로맨스,와일드 마운틴 타임,드라마|멜로/로맨스
4549,여친남친,2013-02-07,"4,146","2,660",2013,4146,멜로/로맨스,여친남친,멜로|애정|로맨스
4550,타이페이 스토리,2019-11-07,"4,130","2,804",2019,4130,드라마,타이페이 스토리,드라마
4551,스위트 크리스마스,2006-12-21,"4,128","3,947",2006,4128,드라마,스위트 크리스마스,드라마
4552,우리가 사랑한 시간,2015-11-12,"4,126","3,202",2015,4126,멜로/로맨스,우리가 사랑한 시간,드라마
4553,브로큰 잉글리쉬,2008-07-03,"4,121","3,328",2008,4121,멜로/로맨스,브로큰 잉글리쉬,코메디|멜로드라마
4554,히로시마 내사랑,2001-04-23,0,"4,116",2001,4116,드라마,"히로시마, 내 사랑",드라마|전쟁
4555,알리바이 닷 컴,2018-11-07,"4,112","1,822",2018,4112,코미디,알리바이 닷 컴,코메디
4556,페뷸러스,2020-11-05,"4,109","2,876",2020,4109,코미디,페뷸러스,코메디|멜로/로맨스
4557,빅 리버,2006-08-17,"4,108","3,928",2006,4108,드라마,빅 리버,드라마
4558,"구름의 저편, 약속의 장소",2017-02-28,"4,105","1,922",2017,4105,애니메이션,"구름의 저편, 약속의 장소",드라마|SF|미스터리
4559,아이 오브 더 스톰,2013-06-15,"4,101","1,994",2013,4101,드라마,아이 오브 더 스톰,드라마
4560,가족의 나라,2013-03-07,"4,097","2,789",2013,4097,드라마,가족의 나라,드라마
4561,앙드레 마티유,2011-01-13,"4,095","2,411",2011,4095,드라마,앙드레 마티유,드라마|뮤직|가족
4562,린 온 피트,2018-09-20,"4,093","3,003",2018,4093,어드벤처,린 온 피트,드라마|어드벤처
4563,브릭,2008-01-31,"4,093","2,938",2008,4093,미스터리,브릭,드라마|미스터리
4564,쿠크하트 : 시계심장을 가진 소년,2015-08-20,"4,093",748,2015,4093,애니메이션,쿠크하트 : 시계심장을 가진 소년,드라마|뮤직|어드벤처|판타지
4565,비발디,2009-01-08,"4,092","2,284",2009,4092,드라마,비발디,시대극/사극|드라마|전기
4566,쁘띠 아만다,2019-06-27,"4,091","2,314",2019,4091,드라마,쁘띠 아만다,드라마|가족
4567,디스트로이어,2019-09-19,"4,080","2,260",2019,4080,범죄,디스트로이어,범죄|스릴러|액션|드라마|미스터리
4568,해시태그 시그네,2023-01-11,"4,079","2,853",2023,4079,멜로/로맨스,해시태그 시그네,드라마|코메디|멜로/로맨스
4569,악마같은 여자,2002-02-27,0,"4,075",2002,4075,코미디,악마같은 여자,코메디|범죄
4570,누군가 어디에서 나를 기다리면 좋겠다,2020-12-17,"4,072","2,731",2020,4072,드라마,누군가 어디에서 나를 기다리면 좋겠다,드라마|가족
4571,젠엑스 캅,2000-06-24,0,"4,072",2000,4072,스릴러,젠 엑스 캅,액션|코메디|스릴러
4572,극장판 이세계 콰르텟: 어나더 월드,2022-10-13,"4,069","1,368",2022,4069,애니메이션,극장판 이세계 콰르텟 : 어나더 월드,코메디|판타지
4573,폴레트의 수상한 베이커리,2015-08-13,"4,062","2,332",2015,4062,드라마,폴레트의 수상한 베이커리,드라마
4574,컨빅션,2013-01-03,"4,060","1,180",2013,4060,드라마,컨빅션,드라마
4575,알래스카,2007-07-19,"4,055","4,055",2007,4055,드라마,알래스카,드라마
4576,비스트,2022-09-14,"4,053","2,054",2022,4053,공포(호러),비스트,공포|드라마
4577,귀를 기울이면,2023-04-19,"4,050","1,825",2023,4050,멜로/로맨스,귀를 기울이면,멜로/로맨스|드라마
4578,박사가 사랑한 수식,2006-11-09,"4,041","4,000",2006,4041,드라마,박사가 사랑한 수식,드라마
4579,24주,2017-06-15,"4,040","2,883",2017,4040,드라마,24주,드라마
4580,네버 렛 미 고,2011-04-07,"4,038","3,257",2011,4038,드라마,네버 렛 미 고,드라마|멜로드라마
4581,맹크,2020-11-18,"4,036","2,735",2020,4036,드라마,맹크,드라마
4582,보이지 않는 물결,2006-05-11,"4,036","3,288",2006,4036,드라마,보이지 않는 물결,드라마
4583,그림속 나의 마을,2000-02-19,0,"4,036",2000,4036,드라마,그림속 나의 마을,드라마
4584,라스트 에너미,2014-03-06,"4,032","1,853",2014,4032,액션,라스트 에너미,드라마|액션|범죄
4585,바더 마인호프,2009-07-23,"4,030","3,859",2009,4030,범죄,바더 마인호프,시대극/사극|드라마|사회물(경향)
4586,와이 스톱 나우,2014-10-29,"4,030",807,2014,4030,드라마,와이 스톱 나우,드라마|코메디
4587,로나의 침묵,2009-06-04,"4,026","3,535",2009,4026,드라마,로나의 침묵,드라마
4588,노크 노크,2015-10-22,"4,024","2,223",2015,4024,스릴러,노크 노크,공포|스릴러
4589,매드 디텍티브,2008-09-18,"4,020","1,738",2008,4020,액션,매드 디텍티브,액션|범죄|스릴러
4590,가을의 마티네,2020-12-31,"4,014","2,569",2020,4014,멜로/로맨스,가을의 마티네,멜로/로맨스|드라마
4591,돈 컴 노킹,2006-02-23,"4,014","3,098",2006,4014,드라마,돈 컴 노킹,드라마
4592,로그,2020-11-25,"4,012","1,571",2020,4012,액션,로그,액션
4593,애프터 파티,2014-10-29,"4,006",799,2014,4006,공포(호러),애프터 파티,공포
4594,베러 와치 아웃,2018-02-08,"3,995","1,744",2018,3995,공포(호러),베러 와치 아웃,공포|스릴러
4595,북 클럽: 넥스트 챕터,2023-06-07,"3,995","1,840",2023,3995,기타,북 클럽: 넥스트 챕터,코메디
4596,이터너티,2017-05-18,"3,992","2,664",2017,3992,멜로/로맨스,이터너티,드라마
4597,보일링 포인트,2022-08-04,"3,990","2,516",2022,3990,스릴러,보일링 포인트,드라마|스릴러
4598,조용한 혼돈,2009-08-27,"3,990","3,777",2009,3990,드라마,조용한 혼돈,드라마|멜로드라마
4599,록키와 불윙클,2003-11-14,0,"3,981",2003,3981,어드벤처,록키와 불윙클,코메디|어드벤처|로드무비|첩보|판타지
4600,라인,2023-01-25,"3,965","2,518",2023,3965,드라마,라인,드라마|범죄|가족
4601,세상의 끝에서 커피 한잔,2015-11-05,"3,965","2,404",2015,3965,드라마,세상의 끝에서 커피 한잔,드라마
4602,내가 여자가 된 날,2003-10-31,"3,964","1,493",2003,3964,드라마,내가 여자가 된 날,드라마
4603,아버지의 길,2021-09-30,"3,956","2,193",2021,3956,드라마,아버지의 길,드라마
4604,투 나잇 스탠드,2015-05-07,"3,954","2,182",2015,3954,멜로/로맨스,투 나잇 스탠드,멜로드라마
4605,런던시계탑 밑에서 사랑을 찾을 확률,2016-01-28,"3,948","3,948",2016,3948,코미디,런던시계탑 밑에서 사랑을 찾을 확률,코메디|멜로/로맨스
4606,파이어프루프-사랑의 도전,2009-09-18,"3,933","3,874",2009,3933,드라마,파이어 프루프 - 사랑의 도전,드라마|종교
4607,추방된 사람들,2005-05-20,"3,931","3,331",2005,3931,드라마,추방된 사람들,드라마|어드벤처|로드무비
4608,"러브 어페어: 우리가 말하는 것, 우리가 하는 것",2021-11-11,"3,929","2,643",2021,3929,드라마,"러브 어페어 : 우리가 말하는 것, 우리가 하는 것",멜로/로맨스|드라마
4609,블랙 아이스,2009-04-23,"3,929","3,834",2009,3929,드라마,블랙 아이스,드라마
4610,거룩한 분노,2018-06-28,"3,926","2,451",2018,3926,드라마,거룩한 분노,드라마|시대극/사극|전기|사회물(경향)
4611,쁘떼뜨,2021-03-10,"3,915","1,737",2021,3915,멜로/로맨스,쁘떼뜨,코메디|드라마|멜로/로맨스
4612,극장판: 타이거 앤 버니,2013-02-28,"3,906","2,761",2013,3906,애니메이션,극장판: 타이거 앤 버니,드라마|액션
4613,원피스 : 에피소드 오브 메리 ~ 또 하나의 동료 이야기 ~,2014-08-28,"3,902",950,2014,3902,애니메이션,원피스 : 에피소드 오브 메리 ~ 또 하나의 동료 이야기 ~,어드벤처|판타지
4614,랜드,2021-03-17,"3,897","3,102",2021,3897,드라마,랜드,드라마
4615,사랑과 어둠의 이야기,2016-09-01,"3,891","2,102",2016,3891,드라마,사랑과 어둠의 이야기,드라마|전기|역사
4616,스트롱거,2019-06-27,"3,889","1,986",2019,3889,드라마,스트롱거,드라마|멜로드라마
4617,참새들의 합창,2010-05-05,"3,889","2,634",2010,3889,드라마,참새들의 합창,드라마
4618,퍼스트 러브,2020-12-17,"3,883","2,131",2020,3883,범죄,퍼스트 러브,액션|범죄|멜로/로맨스|코메디|스릴러
4619,미후네,2008-11-20,"3,879","3,865",2008,3879,드라마,미후네,드라마|멜로드라마
4620,어글리 우먼,2001-02-17,0,"3,879",2001,3879,스릴러,어글리 우먼,코메디|SF|범죄
4621,우리 의사 선생님,2010-04-29,"3,868","3,388",2010,3868,드라마,우리 의사 선생님,드라마
4622,유앤미앤미,2023-10-25,"3,862","2,085",2023,3862,멜로/로맨스,유앤미앤미,멜로/로맨스|드라마
4623,칼라스 포에버,2007-12-27,"3,862","3,784",2007,3862,드라마,칼라스 포에버,드라마
4624,여자의 일생,2017-04-06,"3,860","2,230",2017,3860,멜로/로맨스,여자의 일생,멜로드라마
4625,동경 이야기,2014-08-16,3856,0,2014,3856,드라마,동경 이야기,드라마|가족
4626,하드데이,2014-01-16,"3,852","1,549",2014,3852,액션,하드데이,액션|스릴러
4627,언프리티 소셜 스타,2018-02-22,"3,849","2,055",2018,3849,코미디,언프리티 소셜 스타,코메디|드라마
4628,십계,2021-12-02,"3,848",405,2021,3848,애니메이션,십계,가족
4629,탠저린,2018-01-25,"3,844","3,125",2018,3844,코미디,탠저린,코메디|드라마
4630,집오리와 들오리의 코인로커,2008-08-28,"3,842","3,149",2008,3842,미스터리,집오리와 들오리의 코인 로커,드라마
4631,리미츠 오브 컨트롤,2010-08-12,"3,841","3,446",2010,3841,드라마,리미츠 오브 컨트롤,드라마|범죄|미스터리|스릴러
4632,부니베어: 애들이 줄었어요,2021-10-07,"3,839",401,2021,3839,애니메이션,부니베어: 애들이 줄었어요,어드벤처
4633,팬티속의 개미,2000-12-16,0,"3,835",2000,3835,코미디,팬티속의 개미,코메디
4634,소림사 2014,2014-08-28,"3,834","1,459",2014,3834,드라마,소림사 2014,드라마|액션|판타지
4635,마테호른,2014-01-09,"3,833","2,176",2014,3833,드라마,마테호른,드라마|코메디
4636,콰이어트 룸에서 만나요,2008-08-28,"3,824","3,436",2008,3824,코미디,콰이어트룸에서 만나요,코메디|드라마
4637,극장판 사사키와 미야노 - 졸업편,2023-09-06,"3,818","1,333",2023,3818,애니메이션,극장판 사사키와 미야노 - 졸업편,드라마|코메디|멜로/로맨스
4638,내가 처음으로 사랑한 소녀,2022-04-27,"3,808","1,917",2022,3808,멜로/로맨스,내가 처음으로 사랑한 소녀,멜로/로맨스
4639,라스트 필름 쇼,2023-04-12,"3,805","2,191",2023,3805,드라마,라스트 필름 쇼,드라마
4640,제이니 존스,2012-08-23,"3,794","2,193",2012,3794,드라마,제이니 존스,드라마|뮤직
4641,5x2,2006-05-26,"3,792","3,029",2006,3792,드라마,5X2,멜로드라마
4642,마린,2012-12-06,"3,788","2,491",2012,3788,드라마,마린,드라마
4643,콜 제인,2023-03-08,"3,786","2,093",2023,3786,드라마,콜 제인,드라마
4644,워스,2021-07-21,"3,782","2,179",2021,3782,드라마,워스,드라마
4645,이니시에이션 러브,2016-03-17,"3,781","1,475",2016,3781,멜로/로맨스,이니시에이션 러브,멜로드라마
4646,극장판 리틀 슈퍼맨 샘샘,2023-05-18,"3,774",838,2023,3774,애니메이션,극장판 리틀 슈퍼맨 샘샘,어드벤처
4647,자전거 도둑,2023-04-26,"3,770","1,983",2023,3770,드라마,자전거 도둑,드라마|범죄
4648,범죄의 요소,2002-08-03,0,"3,763",2002,3763,스릴러,범죄의 요소,드라마|스릴러
4649,나는 다른 언어로 꿈을 꾼다,2019-03-07,"3,761","2,395",2019,3761,드라마,나는 다른 언어로 꿈을 꾼다,드라마|판타지
4650,용길이네 곱창집,2020-03-12,"3,753","1,846",2020,3753,드라마,용길이네 곱창집,드라마|가족|코메디
4651,투와이스 본,2014-10-30,"3,753","1,827",2014,3753,드라마,투와이스 본,드라마|멜로드라마
4652,맨헌트,2018-01-25,"3,738","2,513",2018,3738,액션,맨헌트,액션|느와르|범죄
4653,1월의 두 얼굴,2014-09-11,"3,720","2,145",2014,3720,스릴러,1월의 두 얼굴,스릴러
4654,사랑에 빠진 것처럼,2013-10-17,"3,712","2,621",2013,3712,드라마,사랑에 빠진 것처럼,드라마
4655,미스터 하이네켄,2015-09-17,"3,711","2,402",2015,3711,액션,미스터 하이네켄,드라마|액션|범죄
4656,아웃사이더,2015-06-21,"3,711","3,711",2015,3711,액션,아웃사이더,액션|청춘영화
4657,디아틀로프,2013-06-13,"3,707","1,493",2013,3707,스릴러,디아틀로프,SF|스릴러
4658,잘리카투,2021-08-05,"3,704","1,945",2021,3704,액션,잘리카투,액션|코메디|스릴러|범죄
4659,마셰티,2011-04-21,"3,702","1,845",2011,3702,액션,마셰티,액션|어드벤처|범죄|스릴러
4660,은혼2: 규칙은 깨라고 있는 것,2018-12-13,"3,698","2,072",2018,3698,코미디,은혼2: 규칙은 깨라고 있는 것,코메디|액션
4661,해피 디 데이,2020-07-01,"3,694","1,441",2020,3694,코미디,해피 디 데이,드라마|코메디|멜로/로맨스
4662,퍼미션,2019-02-27,"3,685","2,335",2019,3685,코미디,퍼미션,코메디|드라마|멜로드라마
4663,프리다의 그해 여름,2018-10-25,"3,684","2,103",2018,3684,드라마,프리다의 그해 여름,드라마
4664,새벽의 약속,2018-11-22,"3,682","2,327",2018,3682,드라마,새벽의 약속,드라마|멜로드라마|가족
4665,데스티네이션 웨딩,2018-12-13,"3,679","1,852",2018,3679,코미디,데스티네이션 웨딩,코메디|드라마|멜로드라마
4666,적도,2015-05-28,"3,679","1,889",2015,3679,액션,적도,액션|범죄
4667,침입자들 : 로봇의 역습,2014-05-15,"3,672","2,101",2014,3672,액션,침입자들:로봇의 역습,SF|드라마|액션
4668,킬러의 보디가드 2: 킬러의 와이프,2021-08-04,"3,671","1,821",2021,3671,액션,킬러의 보디가드2,액션|코메디|범죄
4669,일루미나타,2007-12-27,"3,663","3,663",2007,3663,드라마,일루미나타,드라마
4670,지옥의 묵시록 파이널 컷,2020-11-26,"3,663","2,104",2020,3663,전쟁,지옥의 묵시록,액션|드라마|어드벤처|전쟁
4671,더 덴,2014-11-20,"3,656",674,2014,3656,공포(호러),더 덴,공포|스릴러
4672,아버지를 마지막으로 본 것은 언제입니까?,2010-05-27,"3,656","2,176",2010,3656,드라마,아버지를 마지막으로 본 것은 언제입니까?,드라마|가족
4673,하나 그리고 둘,2000-10-28,0,"3,653",2000,3653,드라마,하나 그리고 둘,드라마
4674,밴드 비지트 - 어느 악단의 조용한 방문,2008-03-13,"3,652","2,598",2008,3652,코미디,밴드 비지트 - 어느 악단의 조용한 방문,코메디|드라마
4675,발렛,2008-08-21,"3,649","2,514",2008,3649,멜로/로맨스,발렛,코메디
4676,은하철도 999 - 극장판,2022-10-05,"3,649","2,091",2022,3649,애니메이션,은하철도 999 - 극장판,SF|판타지|어드벤처
4677,나의 서른에게,2017-11-23,"3,646","2,361",2017,3646,드라마,나의 서른에게,코메디|드라마|판타지
4678,힐빌리의 노래,2020-11-11,"3,646","2,071",2020,3646,드라마,힐빌리의 노래,드라마
4679,주식회사 스페셜액터스,2020-08-06,"3,644","2,408",2020,3644,코미디,주식회사 스페셜액터스,코메디
4680,배드 럭 뱅잉,2022-07-28,"3,642","2,091",2022,3642,드라마,배드 럭 뱅잉,드라마|코메디
4681,러브 앤 아트,2017-11-09,"3,640","2,514",2017,3640,멜로/로맨스,러브 앤 아트,멜로드라마
4682,해피 해피 와이너리,2015-03-12,"3,640","2,522",2015,3640,코미디,해피 해피 와이너리,코메디
4683,베른의 기적,2004-09-10,"3,631","1,711",2004,3631,드라마,베른의 기적,코메디|드라마|스포츠
4684,포제션 : 중독된 사랑,2015-06-21,"3,625","3,625",2015,3625,미스터리,포제션 : 중독된 사랑,멜로드라마|미스터리|스릴러
4685,우리에겐 교황이 있다,2013-05-02,"3,624","2,535",2013,3624,드라마,우리에겐 교황이 있다,드라마|코메디
4686,리턴 투 서울,2023-05-03,"3,616","2,633",2023,3616,드라마,리턴 투 서울,드라마
4687,크레이지 핸드,2000-08-26,0,"3,616",2000,3616,코미디,크레이지 핸드,코메디|공포(호러)
4688,노보,2003-11-21,"3,000","3,612",2003,3612,드라마,노보,코메디|드라마
4689,래미의 초특급 시간여행,2019-02-27,"3,610","1,032",2019,3610,애니메이션,래미의 초특급 시간여행,어드벤처|코메디
4690,시카다 3301,2021-07-01,"3,596","2,020",2021,3596,액션,시카다 3301,스릴러|액션
4691,영춘권 무림 절대 고수,2013-07-19,"3,595","3,595",2013,3595,액션,영춘권 무림 절대고수,드라마|액션
4692,아버지를 위한 노래,2012-05-03,"3,594","3,352",2012,3594,범죄,아버지를 위한 노래,드라마|범죄|스릴러
4693,"쿠오바디스,아이다",2021-05-19,"3,592","2,135",2021,3592,드라마,"쿠오바디스, 아이다",드라마
4694,썸원 썸웨어,2020-04-29,"3,589","2,469",2020,3589,멜로/로맨스,썸원 썸웨어,멜로/로맨스|드라마
4695,스킨 트레이드,2015-08-20,"3,588","1,602",2015,3588,액션,스킨 트레이드,액션
4696,디어 마이 러브,2023-07-12,"3,584","1,587",2023,3584,멜로/로맨스,디어 마이 러브,드라마|멜로/로맨스
4697,퍼펙트 스트레인저,2019-10-24,"3,583","1,706",2019,3583,코미디,퍼펙트 스트레인저,코메디
4698,경계의 저편 : I'LL BE HERE -과거편-,2015-10-22,"3,579","1,728",2015,3579,애니메이션,경계의 저편 : I’LL BE HERE - 과거편 -,SF|판타지|어드벤처
4699,메이헴,2021-04-08,"3,579","1,840",2021,3579,액션,메이헴,액션|코메디|공포
4700,포세이돈,2014-09-18,"3,576","2,665",2014,3576,SF,포세이돈,SF|액션
4701,오스카 그랜트의 어떤 하루,2014-01-16,"3,573","2,612",2014,3573,드라마,오스카 그랜트의 어떤 하루,드라마
4702,레드라인,2011-05-12,"3,572","2,709",2011,3572,애니메이션,레드라인,액션|멜로드라마
4703,빛의 아버지: 파이널 판타지 XIV,2021-01-14,"3,569","1,562",2021,3569,드라마,빛의 아버지: 파이널 판타지 XIV,드라마
4704,스노우 화이트,2019-10-24,"3,554","2,376",2019,3554,드라마,스노우 화이트,코메디
4705,더 시크릿,2021-01-21,"3,551","1,657",2021,3551,스릴러,더 시크릿,드라마|스릴러
4706,천하칠검 양가장,2013-05-02,"3,551","3,551",2013,3551,드라마,천하칠검 양가장,액션|스릴러
4707,카메론 포스트의 잘못된 교육,2020-06-04,"3,541","2,063",2020,3541,드라마,카메론 포스트의 잘못된 교육,드라마
4708,연애의 기술,2006-11-22,"3,540","3,540",2006,3540,드라마,연애의 기술,코메디|드라마|뮤지컬
4709,돌스,2003-10-24,"3,535","2,717",2003,3535,멜로/로맨스,돌스,드라마
4710,남극의 쉐프,2010-02-11,"3,530","3,201",2010,3530,코미디,남극의 쉐프,드라마|코메디
4711,더 캡틴,2019-04-25,"3,525","2,402",2019,3525,전쟁,더 캡틴,드라마|전쟁
4712,마샤와 곰: 최고 중에 최고,2020-10-08,"3,525",513,2020,3525,애니메이션,마샤와 곰: 최고 중에 최고,어드벤처
4713,엔젤,2008-01-24,"3,525","2,924",2008,3525,드라마,엔젤,드라마
4714,핀두스 이야기,2017-11-30,"3,524",0,2017,3524,애니메이션,핀두스 이야기,코메디|가족
4715,비커밍 아스트리드,2021-05-12,"3,520","1,641",2021,3520,드라마,비커밍 아스트리드,드라마
4716,라 트라비아타,2013-07-06,"3,515","3,112",2013,3515,공연,라 트라비아타,멜로드라마|뮤직|뮤지컬
4717,붉은 다리 아래 따뜻한 물,2004-04-30,"3,514","3,287",2004,3514,드라마,붉은 다리 아래 따뜻한 물,코메디|드라마
4718,실종,2004-02-27,"3,511",439,2004,3511,스릴러,실종,드라마|서부|어드벤처|스릴러
4719,로봇,2012-04-19,"3,504","1,741",2012,3504,SF,로봇,액션|코메디|SF|어드벤처|판타지
4720,언피쉬,2000-04-29,0,"3,499",2000,3499,멜로/로맨스,언피쉬,코메디|멜로드라마
4721,까미유 끌로델,2013-10-24,"3,495","2,451",2013,3495,드라마,까미유 끌로델,드라마|전기
4722,톡투미,2008-05-01,"3,493","2,888",2008,3493,드라마,톡투미,드라마|전기
4723,램스,2016-11-03,"3,491","2,263",2016,3491,드라마,램스,드라마
4724,넥스트 제네레이션 패트레이버,2014-04-24,"3,488","1,678",2014,3488,액션,넥스트 제네레이션 패트레이버,SF|액션
4725,줄 위의 종달새,2007-05-17,"3,483","3,483",2007,3483,드라마,줄위의 종달새,드라마
4726,로마에서 생긴 일,2010-04-08,"3,480","2,481",2010,3480,멜로/로맨스,로마에서 생긴 일,코메디|멜로드라마
4727,미스피츠,2021-06-03,"3,479","1,960",2021,3479,액션,미스피츠,액션|어드벤처|스릴러
4728,유어 러브 송,2022-03-16,"3,478","2,191",2022,3478,멜로/로맨스,유어 러브 송,멜로/로맨스|드라마|뮤지컬
4729,폴락,2001-11-09,0,"3,475",2001,3475,드라마,폴락,드라마|전기
4730,안티크라이스트,2011-04-14,"3,471","2,325",2011,3471,미스터리,안티크라이스트,드라마|공포(호러)|판타지
4731,헌티드 파크,2020-05-06,"3,467",823,2020,3467,공포(호러),헌티드 파크,공포
4732,실비아,2005-04-15,"3,464","3,464",2005,3464,드라마,실비아,드라마|전기
4733,홈프론트-가족을 지켜라,2014-06-18,"3,464",615,2014,3464,액션,홈프론트-가족을 지켜라,액션|범죄|스릴러
4734,벨과 세바스찬 계속되는 모험,2017-08-10,"3,450","1,554",2017,3450,드라마,벨과 세바스찬 계속되는 모험,드라마
4735,최후의 Z,2016-12-28,"3,449",309,2016,3449,드라마,최후의 Z,드라마|SF|스릴러
4736,카잔자키스,2020-01-30,"3,447","2,540",2020,3447,드라마,카잔자키스,드라마|전기
4737,강철의 연금술사 : 미로스의 성스러운 별,2012-01-26,"3,441","1,583",2012,3441,애니메이션,강철의 연금술사 : 미로스의 성스러운 별,액션|판타지
4738,리멤버,2012-12-13,"3,438","1,525",2012,3438,드라마,리멤버,멜로드라마
4739,인헤리턴스,2020-06-25,"3,434","2,666",2020,3434,스릴러,인헤리턴스,드라마|스릴러|미스터리
4740,하나코,2001-03-03,0,"3,432",2001,3432,공포(호러),하나코,공포(호러)
4741,몬몬몬 몬스터,2018-07-12,"3,426","1,664",2018,3426,공포(호러),몬몬몬 몬스터,판타지|공포|스릴러
4742,퍼블릭 에너미 넘버원,2011-08-25,"3,410","1,614",2011,3410,액션,퍼블릭 에너미 넘버원,액션|드라마|범죄|전기|스릴러
4743,밤을 걷는 뱀파이어 소녀,2015-06-25,"3,407","2,464",2015,3407,공포(호러),밤을 걷는 뱀파이어 소녀,공포|스릴러
4744,당나귀 EO,2023-10-03,"3,401","1,952",2023,3401,드라마,당나귀 EO,드라마
4745,와일드 클럽,2002-11-29,0,"3,400",2002,3400,코미디,와일드 클럽,코메디|드라마
4746,매튜 본의 백조의 호수,2019-10-31,"3,388","2,361",2019,3388,공연,매튜 본의 백조의 호수 3D,드라마|뮤지컬
4747,아빠의 화장실,2009-06-25,"3,378","3,052",2009,3378,드라마,아빠의 화장실,드라마
4748,유어 아이즈 텔,2021-03-11,"3,375","2,353",2021,3375,멜로/로맨스,유어 아이즈 텔,멜로/로맨스
4749,토카레브,2014-10-23,"3,375","1,796",2014,3375,액션,토카레브,액션|범죄|스릴러
4750,꼬마 마법사 레미: 견습 마법사를 찾아서,2021-05-19,"3,372","1,323",2021,3372,애니메이션,꼬마 마법사 레미 : 견습 마법사를 찾아서,드라마
